Country,Jan2002,Feb2002,Mar2002,Apr2002,May2002,Jun2002,Jul2002,Aug2002,Sep2002,Oct2002,Nov2002,Dec2002,Jan2003,Feb2003,Mar2003,Apr2003,May2003,Jun2003,Jul2003,Aug2003,Sep2003,Oct2003,Nov2003,Dec2003,Jan2004,Feb2004,Mar2004,Apr2004,May2004,Jun2004,Jul2004,Aug2004,Sep2004,Oct2004,Nov2004,Dec2004,Jan2005,Feb2005,Mar2005,Apr2005,May2005,Jun2005,Jul2005,Aug2005,Sep2005,Oct2005,Nov2005,Dec2005,Jan2006,Feb2006,Mar2006,Apr2006,May2006,Jun2006,Jul2006,Aug2006,Sep2006,Oct2006,Nov2006,Dec2006,Jan2007,Feb2007,Mar2007,Apr2007,May2007,Jun2007,Jul2007,Aug2007,Sep2007,Oct2007,Nov2007,Dec2007,Jan2008,Feb2008,Mar2008,Apr2008,May2008,Jun2008,Jul2008,Aug2008,Sep2008,Oct2008,Nov2008,Dec2008,Jan2009,Feb2009,Mar2009,Apr2009,May2009,Jun2009,Jul2009,Aug2009,Sep2009,Oct2009,Nov2009,Dec2009,Jan2010,Feb2010,Mar2010,Apr2010,May2010,Jun2010,Jul2010,Aug2010,Sep2010,Oct2010,Nov2010,Dec2010,Jan2011,Feb2011,Mar2011,Apr2011,May2011,Jun2011,Jul2011,Aug2011,Sep2011,Oct2011,Nov2011,Dec2011,Jan2012,Feb2012,Mar2012,Apr2012,May2012,Jun2012,Jul2012,Aug2012,Sep2012,Oct2012,Nov2012,Dec2012,Jan2013,Feb2013,Mar2013,Apr2013,May2013,Jun2013,Jul2013,Aug2013,Sep2013,Oct2013,Nov2013,Dec2013,Jan2014,Feb2014,Mar2014,Apr2014,May2014,Jun2014,Jul2014,Aug2014,Sep2014,Oct2014,Nov2014,Dec2014,Jan2015,Feb2015,Mar2015,Apr2015,May2015,Jun2015,Jul2015,Aug2015,Sep2015,Oct2015,Nov2015,Dec2015,Jan2016,Feb2016,Mar2016,Apr2016,May2016,Jun2016,Jul2016,Aug2016,Sep2016,Oct2016,Nov2016,Dec2016,Jan2017,Feb2017,Mar2017,Apr2017,May2017,Jun2017,Jul2017,Aug2017,Sep2017,Oct2017,Nov2017,Dec2017,Jan2018,Feb2018,Mar2018,Apr2018,May2018,Jun2018,Jul2018,Aug2018,Sep2018,Oct2018,Nov2018,Dec2018,Jan2019,Feb2019,Mar2019,Apr2019,May2019,Jun2019,Jul2019,Aug2019,Sep2019,Oct2019,Nov2019,Dec2019,Jan2020,Feb2020,Mar2020,Apr2020,May2020,Jun2020,Jul2020,Aug2020,Sep2020,Oct2020,Nov2020,Dec2020,Jan2021,Feb2021,Mar2021,Apr2021,May2021,Jun2021,Jul2021,Aug2021,Sep2021,Oct2021,Nov2021,Dec2021,Jan2022,Feb2022,Mar2022,Apr2022,May2022,Jun2022,Jul2022,Aug2022,Sep2022,Oct2022,Nov2022,Dec2022,Jan2023,Feb2023,Mar2023,Apr2023,May2023,Jun2023,Jul2023,Aug2023,Sep2023,Oct2023,Nov2023,Dec2023,Jan2024,Feb2024,Mar2024,Apr2024,May2024,Jun2024,Jul2024,Aug2024,Sep2024,Oct2024,Nov2024,Dec2024,Jan2025,Feb2025,Mar2025,Apr2025,May2025,Jun2025,Jul2025,Aug2025,Sep2025,Oct2025,Nov2025,Dec2025,Jan2026,Feb2026
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,-13,18,-7,23,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-39,0,0,0,-3,-3,0,1,0,0,-4,3,2,-11,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belarus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-390,-316,-861,-287,-346,-486,736,750,589,883,618,721,-390,-817,-787,-772,-184,-596,2067,-544,589,-302,743,405,-405,-537,-574,-522,-596,-419,331,449,154,-714,-228,-125,1081,-294,-530,-228,-206,-221,221,44,493,817,-669,-736,213,184,154,-589,272,-213,257,338,-1376,971,-88,-81,-397,-309,-331,1287,-1096,905,-1001,-390,-162,265,346,2075,-2428,-1942,1199,2384,250,316,37,-1273,1530,7,235,831,-59,-861,74,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belgium,523,-199,-737,228,0,-634,1562,-1872,766,37,-427,206,332,803,310,582,-1393,-199,-295,15,-140,398,-59,-280,-177,-22,-66,44,-7,-671,398,133,280,-391,155,317,-177,-427,420,-236,766,-995,560,22,162,140,-295,-1076,892,-531,921,-1319,988,103,-486,-177,420,-1533,973,509,-111,-310,-302,214,-170,302,44,-376,914,590,-567,-214,-140,214,265,-251,96,715,15,-744,-391,280,228,405,243,-15,-280,170,-206,-464,-405,1002,-354,184,29,302,590,-265,221,214,184,-29,-273,-626,-553,413,192,-494,774,-243,-236,391,-302,125,442,-162,-435,147,-111,398,-501,302,-457,-111,590,206,258,-214,-774,413,-383,-81,-516,472,-310,995,-7,-1246,597,-125,-15,-133,192,29,236,391,184,-170,-531,-420,184,324,-74,0,-730,1098,199,-96,-693,1010,-501,-567,391,-29,199,825,-1120,442,-265,825,-700,464,221,-133,-744,-15,-236,479,177,-803,803,531,-1503,44,796,-192,-125,-125,759,-450,-7,-317,612,-1356,1496,383,-1297,1260,-862,52,-531,29,811,-641,155,-199,988,-346,-479,-162,884,-228,-251,-324,545,-708,118,-147,-140,287,531,0,-310,140,236,501,-52,133,-545,265,-943,-479,339,-96,29,-273,22,155,-383,140,-737,523,-287,324,192,147,7,-383,-170,-81,310,-405,-37,-22,258,-103,66,346,-354,-44,-111,-170,405,-376,479,243,236,-413,-184,398,-685,862,-251,-228,74,-287,597,-310,44,-383,391,-7,-361,472,-509,-604,1047,-398,324,-96
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,31,-12,0,20,6,7,7,13,-54,14,6,9,0,0,-2,-10,-2,-15,-11,60,-8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bermuda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bolivia,0,-25,-60,-44,-23,567,70,-10,491,102,-54,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,39,82,-33,-44,101,-45,8,24,52,-65,-82,-22,36,85,-49,-36,-198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,1,-9,-9,-11,4,-5,6,36,-50,11,11,0,-1,-1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,2,-3,6,-6,9,-11,-14,-4,-1,-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brazil,1872,1974,-3862,2299,6118,4390,-10687,-3853,963,-2817,-1285,1801,3819,-1841,-4540,2213,-1384,-1804,-1859,5208,-1230,1850,4061,-5577,-1540,-7259,-4620,4909,4651,1982,3327,-2809,3459,-1546,-727,84,-2018,2542,610,2167,8196,8583,-15875,-5576,-6068,2761,-823,4596,-11806,5351,2836,1705,4780,-959,-3315,490,-6811,3987,5164,-6265,1375,-383,-2875,-3027,1982,2068,231,-3324,835,2075,-249,-5556,1802,1087,10999,8982,-6422,-1430,2323,-542,-2245,3282,-9428,-11894,4869,-847,3122,1718,3163,3625,-4888,-9322,5424,-1278,-185,3864,-587,-138,1503,3301,-2256,-2249,7715,-3894,-1902,3059,-3233,-2284,1443,-1757,3654,5038,-9168,-1009,-2373,-7717,3118,2114,4492,-5571,245,-2314,2455,-1705,-1963,-4076,1185,-2365,-472,2121,832,787,-1028,2470,-616,-616,1208,3092,-6053,-2316,1060,3445,-380,1506,736,1385,-3041,-2036,3667,-4270,1001,-315,3322,1163,-46,-2620,-489,1896,-638,1634,-5398,2173,-2702,3430,1571,-5321,1112,4215,-1489,-3806,-2143,-4146,4536,0,853,245,458,144,-2201,-1211,1665,-1342,4301,-5601,-825,3101,-2353,162,2534,-49,-621,-1587,126,2973,1304,-1496,-677,-604,2589,189,-4884,-350,1540,376,4474,-4853,-1382,-74,-478,1796,1509,689,1915,-727,246,3755,-2914,442,1033,317,-1982,982,-6765,1110,1730,-1669,2805,-492,617,-4209,337,4769,3572,2449,-2157,2960,-1849,-3789,3668,3668,-364,12168,-332,3587,-74,1174,1542,12952,-201,14836,-1901,-4771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brunei Darussalam,-396,-13,321,-906,-239,63,434,491,88,321,-893,396,352,-120,-604,1377,-491,855,157,-208,132,-1057,648,-289,-365,730,-604,1377,-623,-233,491,-132,38,472,-811,-138,-579,226,-629,157,975,560,-371,-811,465,497,-415,-189,-497,591,409,-151,-465,-126,415,541,-648,-673,-440,497,132,-120,-120,333,-572,270,63,761,63,-315,497,-1302,1170,-25,-415,-120,283,-704,-509,950,899,-176,302,-1145,579,-906,321,-887,415,585,1157,-855,-1107,371,1560,-195,-711,-629,63,648,-1057,-82,912,308,-201,390,-371,-528,327,-440,126,-208,340,434,151,50,686,-1648,711,-101,-283,-277,1050,-428,-509,579,-19,289,-315,-403,75,516,-44,258,-1327,-101,818,-88,-541,-164,157,-132,239,660,-447,239,547,-1063,560,302,-988,-13,314,308,220,667,-830,-63,-201,38,101,-6,1006,-723,195,-509,220,63,-120,277,-25,-252,94,-352,-296,252,-145,937,-566,57,-321,390,-13,50,-38,-478,-57,145,-352,-82,333,-120,75,686,-113,-459,145,13,-365,315,-57,296,623,-57,-409,547,-598,38,327,-233,377,-44,-101,-270,-182,63,101,302,-302,-107,31,239,-176,-182,-182,6,214,-346,535,365,-453,-101,101,283,-434,-75,-283,403,-25,-170,-44,-31,610,-201,13,352,-491,82,-208,302,-126,-75,453,-390,189,340,-528,321,-264,786,-214,-132,220,-296,-660,-1283,-428,352,-340,44,-258,-742,283,-132,-774,409,-755,560,-1032,554,321,793,-962,-874,69,-1377,403,2724,-793,-2862
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,-586,-198,1019,-220,-51,73,-718,-147,968,-242,66,-301,469,-381,110,-308,740,-374,-323,440,-286,-242,213,425,-183,-755,220,-425,301,484,-704,498,81,330,-59,-638,22,-81,748,447,-696,81,-117,345,-264,-22,-81,-301,1107,117,-997,674,-279,-59,88,147,-44,-235,95,-293,176,323,-359,-110,227,-29,-110,-169,-103,902,-29,-7,-586,220,37,-447,286,-667,345,147,-279,359,-147,264,-1004,1165,-491,-147,-66,125,249,-301,37,-359,645,-37,-66,-264,95,51,-110,125,-169,-564,660,-733,520,-66,403,1576,-630,-81,205,-506,418,-183,-117,403,-125,-198,-293,-183,396,-359,367,418,95,-381,506,-29,667,-865,249,-66,454,-51,-359,-447,-73,81,44,-410,-367,733,-418,1100,-784,-7,213,110,718,-630,235,-286,374,-183,220,-345,528,235,-88,-652,0,176,37,469,-359,-513,696,-425,-418,1063,-220,-7,-205,308,-154,-51,-22,161,279,-608,0,528,-330,-176,894,132,-498,249,-323,-235,323,858,-352,-249,176,81,-257,-638,381,623,-132,44,-462,147,-513,432,462,-271,-37,183,37,-403,550,-352,-154,308,110,-95,169,-388,-1121,814,-1063,-15,1173,-183,-161,-447,-95,117,608,220,-726,381,330,440,-337,352,-81,-66,125,88,-147,-88,-95,-147,733,-418,-293,323,286,-279,-594,-73,169,733,271,-176,-220,-103,-748,784,279,-1400,264,968,-81,-982,748,-410,-601,1341,-1767,616,-,-
Canada,-1430,1732,2152,2218,-2705,-140,516,1010,-2513,597,-1666,1828,634,74,1386,-715,-1990,1607,2955,-737,980,-531,-1828,2756,-2801,2417,1106,907,1010,-3781,-1695,-1135,3309,-3088,1702,-2786,-553,5668,-1717,-74,-1098,-1260,1717,66,66,3560,6633,-59,-3420,-1061,-6943,4577,-1990,825,1172,2712,-1798,2653,-1983,-840,2712,-2218,-988,-862,3243,-4230,-693,3626,1010,1010,1820,-2675,-663,-52,486,1091,-2646,-737,4805,-3501,619,4105,-833,-3228,4606,354,-4002,4363,-1666,-2019,1806,-2189,789,3199,-2145,-2565,1216,2955,1187,1002,-4437,-3169,1032,4510,-1164,3169,2447,-287,-7341,-3714,2882,6463,-921,877,-4319,-2123,-1518,3007,2734,-3000,-398,405,-4702,626,3331,-1710,-133,1150,2970,-3184,3044,-1496,-3471,2624,29,-3287,1135,2218,1828,2240,184,-649,-604,81,-4230,4348,-700,958,1459,678,597,-2528,1201,2823,715,1702,-2668,442,-1445,1496,-3147,2550,6176,-2823,-1430,1319,4643,-3280,1791,-2041,980,-1135,-2948,811,700,1363,-1341,4009,663,-1843,479,1024,-582,-3272,-59,2196,-206,-3353,-1142,-553,3088,3538,-2447,-1327,243,-6095,6375,-450,-2506,5925,-2454,118,-803,-1069,-6825,-929,840,192,708,-3088,2034,1577,553,-2837,1098,-494,6463,-1990,1769,4466,-1828,-1791,-545,-1570,921,-2535,2108,-486,1931,-2631,899,-1039,339,523,361,-545,715,855,-509,-214,-5181,1761,-2985,302,221,-265,575,1481,-2285,2130,1946,1260,-5903,892,1187,-59,-1098,-1791,457,1857,-2808,4488,2145,-192,1835,-1798,-1069,5211,-3906,-3132,-2226,199,332,-88,737,2086,-870,-1835,-413,1791,-884,-2233,4076,803,-133,-486,74,-1850,1511,1540
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,-350,-252,503,-273,224,-175,538,-790,294,-1042,112,-517,461,629,419,-21,126,-1049,1321,629,384,-482,-482,-350,63,412,-391,98,-580,489,329,-776,259,-350,363,-294,252,-91,-70,-189,657,140,-874,1209,-273,224,0,-168,811,-301,-762,-377,-447,1209,-930,356,154,49,-468,678,-1160,1174,-1531,426,657,238,21,-643,-783,944,776,-664,-475,524,-692,-231,370,853,-531,-315,713,-1174,440,741,-776,664,-203,28,-266,1125,-510,203,294,-370,-657,503,-559,615,-762,685,350,49,-1069,832,-105,-42,587,-818,888,-377,-727,482,-105,895,70,-636,545,-384,-154,-301,154,203,84,-1021,28,1139,-531,-287,-84,77,-287,280,140,336,-398,-496,433,608,-175,-91,-510,336,-517,601,-587,489,147,63,-49,-496,713,-475,-182,-119,315,-7,-720,692,-161,-860,797,-503,643,-713,545,105,-119,412,140,664,280,-70,433,-1251,-419,-329,-161,56,-161,797,-699,266,-545,70,-35,147,175,-294,384,63,412,-196,-433,-1076,678,-377,133,363,350,14,-587,384,-182,-426,692,-231,-706,1167,-21,-259,259,-755,489,126,-147,-175,510,-14,-203,-231,629,-28,-231,259,-224,-84,-524,699,-266,979,-489,-140,-336,14,1727,-1538,336,-322,133,720
China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1686,-4321,2711,-4025,12076,-6736,3000,3736,3881,-440,-2636,-881,-1315,-220,3220,805,1686,5415,2195,-2636,-2931,-660,4976,-2636,-3365,4170,2415,-1755,3736,509,-145,3661,-3076,-296,1975,-4610,1830,950,1535,-440,-2120,1975,5271,-2340,-2931,-509,220,75,1717,11214,11214,16587,18254,22146,20825,24097,29378,25481,24273,23669,9127,-415,-5762,-1101,-1793,-4239,5535,-5101,-6390,723,1308,-7051,2988,8812,5284,2132,4095,8170,8661,13278,14429,9032,-1579,2818,-1182,5447,3837,6428,8372,8372,8372,11598,10932,10932,4371,2761,868,434,3170,9478,15794,22436,21120,7686,7686,5145,6114,843,6070,679,7440,6604,11291,3799,5780,12441,13826,12912,9328,8296,3849,-409,5705,6303,7887,2145,5453,9516,10743,9548,8385,10033,-126,-113,1484,-5963,-4963,-7183,-5868,-1088,327,-13240,-12863,-14071,3774,3529,94,-572,1472,101,-2824,-31,3302,-2969,-2730,-13,2554,2308,-1912,-1032,660,3201,679,-3120,-4667,-1044,-13668,10127,-969,-874,-2409,-3541,5617,6390,2679,3780,-1466,-1170,-811,-5478,5736,5095,8258,-4542,-7611,937,4158,-1616,-10334,-2007,3447,-8089,14643,13926,4686,-28694,-6441,-4025,11636,7101,-23991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chinese Taipei,-2428,-1767,-2635,-440,6812,767,321,315,-239,208,-4686,3315,-2767,3573,-5711,522,4189,-1799,4472,-7013,5296,-157,-2592,3076,-1629,2805,-2673,3126,13,-2963,5347,38,-899,2069,25,717,-2635,1421,1591,-38,-2849,69,1937,1623,-239,-969,-434,3264,-2170,-969,2447,547,3157,-4183,-635,2793,3095,-4132,2686,-591,943,-3566,138,-421,1038,4321,-1409,4975,-1793,2088,-4050,1472,-2264,-843,4472,598,-4717,3661,-937,5032,-2415,2120,-730,497,-3120,-1327,-6466,5422,-1384,1371,-1994,8170,-7592,3478,-6195,7190,-63,-4963,1535,610,654,1069,4742,-4076,233,-2717,4132,-63,-5724,-937,2390,4139,-2176,-3271,321,-1201,264,2686,-6856,5258,1019,-3969,-692,1233,2969,-2176,-711,233,-937,-755,5265,-4705,-82,642,1044,1296,-3107,2396,-2327,1101,1227,-157,-3258,-2126,3623,2994,1409,1761,-3126,-176,-1843,4227,-2283,-786,1094,-1157,1604,340,107,-3044,931,1566,893,-509,2145,-5013,2585,-38,3101,-5497,2019,138,-226,-277,-1000,1906,-1931,2019,-1667,440,1409,-3510,742,1289,-3422,2227,1918,-811,-258,-25,1994,176,-2717,-2396,3183,-1497,1673,270,-944,-585,157,516,-830,-195,2158,-2780,2893,-1724,2195,-3497,736,4139,-3466,1170,-3510,1107,-1981,4472,1667,2541,-3472,421,862,88,-2000,-478,472,1900,2937,-3434,1566,-2428,692,-4346,1283,4353,-1736,4126,-2126,-3164,94,315,2258,-3239,1346,-6731,3881,-308,881,2679,3044,-4240,-692,-516,-509,-333,3327,1377,-2610,585,3258,-830,-2547,-201,2717,-975,-2132,1195,-220,2245,-2667,1227,2805,44,-3422,-2158,1881,-4164,2378,1698,-3321,1925,1434,-2950,-258,-730,2849,-447,3610,-4296
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-227,618,625,-342,250,3,-132,-206,-56,-122,-168,-58,132,-266,-120,205,-182,98,-280,165,2,22,461,-348,125,-84,-111,-218,153,96,-94,-187,140,-9,-269,-10,55,-32,-32,254,-336,-290,337,-286,227,-240,-207,-378,147,97,139,-88,16,-113,235,-159,-121,262,201,-739,-35,-442,0,315,-250,-75,148,-357,82,-363,805,-198,264,-134,-255,97,-34,487,150,159,902,-25,-518,-451,260,-130,-256,99,-34,487,153,156,903,-29,-512,-1350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Costa Rica,-120,-56,106,-60,-5,90,-158,219,-46,156,-74,-232,35,284,-215,-215,-179,13,-35,183,-142,45,31,-136,35,284,-35,70,-48,-9,-219,176,33,-77,2,-214,45,5,-1,174,-6,-6,8,105,14,81,-252,196,-38,-105,135,-254,337,-410,-5,143,165,-85,-74,72,-137,204,-16,-254,-50,-304,235,-163,312,-172,-105,-117,158,238,-324,277,-238,324,-382,-163,44,52,-49,-47,243,7,-1,-8,-5,-85,-214,233,18,-38,-23,37,-122,-23,-2,-38,-7,-45,212,-135,-75,157,0,4,-73,-141,372,4,-345,-69,-1,204,238,-7,-2,-2,-6,0,-1,-193,-238,-18,6,17,-2,2,6,-9,-12,-3,-4,0,-4,-6,6,3,4,2,-6,0,0,-16,0,0,0,0,3,0,0,5,-5,0,0,-3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,-868,-401,964,-163,334,-1135,490,-460,-37,-467,-22,1676,-230,586,-1024,-15,1246,-1662,542,-690,1298,-1261,-653,1899,59,208,-727,215,289,111,-875,-734,274,-542,475,1150,326,-905,823,200,-401,-67,-96,-230,22,304,-957,764,119,-67,-616,-119,-15,141,252,312,-193,905,-1283,2225,-378,-616,82,1402,-905,230,74,334,-52,623,-1150,883,-37,734,-171,267,-616,386,7,534,111,-393,-1076,1046,-37,-208,-134,-319,430,-111,-890,631,1046,-838,-1365,1447,534,96,-467,111,363,59,141,-304,185,779,-786,690,-408,-252,905,178,564,430,-957,-334,267,-386,-371,-497,1780,52,274,-89,-378,1387,-1706,564,-171,816,-623,52,334,-230,178,1224,22,-905,452,497,45,-223,-1395,15,601,660,341,-312,-7,237,401,-185,-964,608,-1906,-393,1387,1009,-156,-1684,237,7,1662,-1461,-282,497,-1380,334,-59,-252,1491,764,-838,74,-304,319,-452,438,-2107,378,1090,-586,860,-134,497,-445,289,-267,-734,-564,-883,52,1402,452,67,-171,831,-1217,519,-712,-890,-104,-334,45,141,1929,22,-82,-363,363,779,-779,-645,-215,-230,334,274,-185,675,-193,-22,-208,1001,-571,7,-1224,-363,223,438,512,1469,-230,519,-519,-1432,185,542,-134,-579,556,-89,-156,67,67,846,-705,274,-274,-386,1424,-1224,-,-
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
