Country,Jan2002,Feb2002,Mar2002,Apr2002,May2002,Jun2002,Jul2002,Aug2002,Sep2002,Oct2002,Nov2002,Dec2002,Jan2003,Feb2003,Mar2003,Apr2003,May2003,Jun2003,Jul2003,Aug2003,Sep2003,Oct2003,Nov2003,Dec2003,Jan2004,Feb2004,Mar2004,Apr2004,May2004,Jun2004,Jul2004,Aug2004,Sep2004,Oct2004,Nov2004,Dec2004,Jan2005,Feb2005,Mar2005,Apr2005,May2005,Jun2005,Jul2005,Aug2005,Sep2005,Oct2005,Nov2005,Dec2005,Jan2006,Feb2006,Mar2006,Apr2006,May2006,Jun2006,Jul2006,Aug2006,Sep2006,Oct2006,Nov2006,Dec2006,Jan2007,Feb2007,Mar2007,Apr2007,May2007,Jun2007,Jul2007,Aug2007,Sep2007,Oct2007,Nov2007,Dec2007,Jan2008,Feb2008,Mar2008,Apr2008,May2008,Jun2008,Jul2008,Aug2008,Sep2008,Oct2008,Nov2008,Dec2008,Jan2009,Feb2009,Mar2009,Apr2009,May2009,Jun2009,Jul2009,Aug2009,Sep2009,Oct2009,Nov2009,Dec2009,Jan2010,Feb2010,Mar2010,Apr2010,May2010,Jun2010,Jul2010,Aug2010,Sep2010,Oct2010,Nov2010,Dec2010,Jan2011,Feb2011,Mar2011,Apr2011,May2011,Jun2011,Jul2011,Aug2011,Sep2011,Oct2011,Nov2011,Dec2011,Jan2012,Feb2012,Mar2012,Apr2012,May2012,Jun2012,Jul2012,Aug2012,Sep2012,Oct2012,Nov2012,Dec2012,Jan2013,Feb2013,Mar2013,Apr2013,May2013,Jun2013,Jul2013,Aug2013,Sep2013,Oct2013,Nov2013,Dec2013,Jan2014,Feb2014,Mar2014,Apr2014,May2014,Jun2014,Jul2014,Aug2014,Sep2014,Oct2014,Nov2014,Dec2014,Jan2015,Feb2015,Mar2015,Apr2015,May2015,Jun2015,Jul2015,Aug2015,Sep2015,Oct2015,Nov2015,Dec2015,Jan2016,Feb2016,Mar2016,Apr2016,May2016,Jun2016,Jul2016,Aug2016,Sep2016,Oct2016,Nov2016,Dec2016,Jan2017,Feb2017,Mar2017,Apr2017,May2017,Jun2017,Jul2017,Aug2017,Sep2017,Oct2017,Nov2017,Dec2017,Jan2018,Feb2018,Mar2018,Apr2018,May2018,Jun2018,Jul2018,Aug2018,Sep2018,Oct2018,Nov2018,Dec2018,Jan2019,Feb2019,Mar2019,Apr2019,May2019,Jun2019,Jul2019,Aug2019,Sep2019,Oct2019,Nov2019,Dec2019,Jan2020,Feb2020,Mar2020,Apr2020,May2020,Jun2020,Jul2020,Aug2020,Sep2020,Oct2020,Nov2020,Dec2020,Jan2021,Feb2021,Mar2021,Apr2021,May2021,Jun2021,Jul2021,Aug2021,Sep2021,Oct2021,Nov2021,Dec2021,Jan2022,Feb2022,Mar2022,Apr2022,May2022,Jun2022,Jul2022,Aug2022,Sep2022,Oct2022,Nov2022,Dec2022,Jan2023,Feb2023,Mar2023,Apr2023,May2023,Jun2023,Jul2023,Aug2023,Sep2023,Oct2023,Nov2023,Dec2023,Jan2024,Feb2024,Mar2024,Apr2024,May2024,Jun2024,Jul2024,Aug2024,Sep2024,Oct2024,Nov2024,Dec2024,Jan2025,Feb2025,Mar2025,Apr2025,May2025,Jun2025,Jul2025,Aug2025,Sep2025,Oct2025,Nov2025,Dec2025,Jan2026,Feb2026
Barbados,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,46,39,62,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,4,47,47,47,44,41,41,42,42,42,38,41,43,32,33,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belarus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belgium,4975,4776,4039,4267,4267,3633,5196,3324,4090,4127,3700,3906,4238,5041,5351,5933,4540,4341,4046,4061,3921,4319,4260,3980,3803,3781,3714,3759,3751,3081,3479,3611,3891,3501,3656,3972,3796,3368,3788,3552,4319,3324,3884,3906,4068,4208,3913,2837,3729,3199,4120,2801,3788,3891,3405,3228,3648,2115,3088,3597,3486,3176,2874,3088,2919,3221,3265,2889,3803,4393,3825,3611,3471,3685,3950,3700,3796,4510,4525,3781,3390,3670,3899,4304,4547,4533,4252,4422,4216,3751,3346,4348,3995,4179,4208,4510,5100,4835,5056,5270,5454,5424,5152,4525,3972,4385,4577,4083,4857,4614,4378,4768,4466,4592,5034,4872,4437,4584,4474,4872,4370,4673,4216,4105,4695,4901,5159,4945,4171,4584,4201,4120,3604,4076,3766,4761,4754,3508,4105,3980,3965,3832,4024,4054,4289,4680,4864,4695,4164,3744,3928,4252,4179,4179,3449,4547,4746,4650,3958,4967,4466,3899,4289,4260,4459,5284,4164,4606,4341,5166,4466,4931,5152,5019,4275,4260,4024,4503,4680,3877,4680,5211,3707,3751,4547,4356,4230,4105,4864,4415,4407,4090,4702,3346,4842,5225,3928,5188,4326,4378,3847,3877,4687,4046,4201,4002,4989,4643,4164,4002,4886,4658,4407,4083,4628,3921,4039,3891,3751,4031,4562,4562,4252,4393,4628,5130,5078,5211,4665,4931,3987,3508,3855,3751,3781,3508,3530,3685,3302,3449,2712,3235,2941,3265,3449,3597,3611,3228,3059,2977,3287,2882,2845,2815,3073,2970,3036,3383,3029,2985,2874,2705,3110,2734,3213,3457,3692,3280,3095,3493,2808,3670,3427,3199,3272,2992,3589,3280,3324,2933,3324,3317,2963,3434,2926,2322,3368,2977,3294,3206
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,31,-12,0,20,6,7,7,13,-54,14,6,9,0,0,0,0,0,0,0,60,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bermuda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bolivia,248,223,163,119,96,101,171,162,211,313,259,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,251,333,300,256,357,312,320,344,396,331,249,227,263,348,299,263,65,65,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,79,89,93,94,107,107,96,100,95,101,137,87,98,109,109,108,107,111,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,140,142,139,145,139,150,141,127,123,122,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brazil,29813,31787,27926,30225,36343,40733,30046,26193,27156,24339,23054,24855,26771,24930,20390,22603,21218,19415,17555,22763,21534,23384,27444,21867,22770,15511,10891,15800,20451,22433,25760,22951,26410,24864,24137,24221,21062,23604,24214,26381,34577,43160,27285,21709,15641,18402,17579,22175,17527,22878,25714,27419,32199,31240,27925,28415,21604,25591,30755,24490,27948,27565,24690,21663,23645,25713,25944,22620,23455,25530,25281,29203,24933,26020,37019,46001,39579,38149,40472,39930,37685,40967,31539,19645,25347,24500,27622,29340,32503,36128,31240,21918,27342,26064,25879,29734,29440,29302,30805,34106,31850,29601,37316,33422,31520,34579,31346,29062,22515,20758,24412,29450,20282,19273,16900,9183,19908,22022,26514,20943,29558,27244,29699,27994,26031,21955,23140,20775,20303,22424,23256,24043,22207,24677,24777,24777,25985,29077,23024,20708,21768,25213,24833,25213,25688,27073,24032,21996,25663,21393,22394,22079,25401,26564,26518,23898,30158,32054,31416,33050,27652,29825,27123,30553,32124,26803,27915,32130,30359,26553,24410,20264,24800,24800,25653,25898,26356,26500,24299,23088,24753,23411,27712,22111,21286,24387,22034,22196,24730,24681,24060,22473,22599,25572,26876,25380,24703,24099,26688,26877,21993,21643,23183,23559,28033,23180,21798,21724,23361,25157,26666,27355,29269,28542,28789,32544,29630,30072,31105,31422,29440,30422,23656,24766,26497,24828,27633,27141,27758,23549,23886,28655,32227,34676,32519,35480,33631,29842,33510,33510,31947,44116,43783,47370,47296,48470,50013,45471,45270,48467,46565,41794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brunei Darussalam,1604,1623,1944,1038,799,868,1302,1786,1881,2195,1302,1698,2050,1931,1365,2742,1352,2214,2371,2164,2302,1239,1893,1604,1239,1969,1365,2742,2113,1881,2371,2233,2271,2742,1937,1799,1220,1447,818,975,1944,2503,2132,1321,1786,2290,1874,1686,1189,1780,2189,2038,1566,1440,1856,2396,1755,1082,642,1138,1271,1157,1006,1334,799,1069,1101,1862,1925,1610,2101,805,1969,1944,1572,1459,1736,1038,528,1478,2378,2201,2503,1365,1969,1057,1377,497,912,1497,2654,1799,692,1063,2629,2434,1723,1094,1157,1805,749,667,1572,1881,1679,2069,1698,1170,1503,1063,1183,981,1315,1749,1899,1944,2635,987,1698,1604,1315,1038,2088,1660,1151,1723,1705,2000,1686,1283,1352,1868,1824,2082,755,654,1472,1384,843,686,843,704,950,1610,1164,1403,1950,887,1440,1742,755,742,1057,1365,1585,2252,1421,1359,1157,1195,1296,1289,2289,1566,1767,1252,1472,1535,1415,1692,1667,1421,1516,1164,862,1113,969,1912,1340,1403,1082,1472,1459,1510,1472,988,931,1076,723,648,981,855,931,1617,1510,1044,1201,1208,849,1164,1107,1403,2025,1962,1554,2101,1503,1541,1868,1642,2013,1975,1874,1604,1428,1491,1591,1893,1585,1484,1510,1749,1572,1390,1208,1214,1434,1082,1617,1981,1528,1434,1535,1818,1384,1315,1032,1434,1409,1239,1195,1164,1774,1572,1585,1937,1447,1528,1321,1623,1497,1428,1881,1491,1686,2019,1491,1812,1541,2333,2120,1987,2201,1906,2044,1283,1623,1962,1566,1994,2132,1736,1667,1987,1554,1686,1522,2239,1585,1856,1730,1774,1692,1673,1692,1466,1981,2032,2013,1899
Bulgaria,-,-,-,-,-,-,-,-,-,-,-,-,821,1407,1847,1627,1576,1649,931,784,1752,1510,1576,1275,1752,1371,1481,1173,1913,1539,1209,1649,1363,1510,1649,2074,1891,1143,1356,931,1231,1723,1019,1517,1605,1935,1876,1239,1261,1180,1928,2375,1679,1759,1642,1986,1723,1701,1620,1319,2426,2544,1547,2221,1942,1884,1972,2118,2074,1840,1935,1642,1818,2140,1781,1671,1898,1869,1759,1591,1488,2390,2360,2353,1767,1986,2023,1576,1862,1195,1539,1686,1407,1767,1620,1884,880,2045,1554,1407,1341,1466,1715,1415,1451,1092,1737,1701,1635,1371,1466,1517,1407,1532,1363,799,1459,726,1246,1180,1605,2096,1466,1385,1591,1085,1503,1319,1202,1605,1481,1283,990,806,1202,843,1209,1627,1723,1341,1847,1818,2485,1620,1869,1803,2258,2206,1847,1400,1327,1407,1451,1041,674,1407,990,2089,1305,1297,1510,1620,2338,1708,1942,1657,2030,1847,2067,1723,2250,2485,2397,1745,1745,1920,1957,2426,2067,1554,2250,1825,1407,2470,2250,2243,2038,2346,2192,2140,2118,2280,2558,1950,1950,2492,2844,2829,3687,2983,2881,3130,2631,2397,2558,3452,3079,2991,3291,3372,3115,2478,2859,3599,3467,3511,3057,3203,2690,3123,3584,3313,3269,3452,3489,3093,3643,3291,3137,3445,3555,3460,3628,3240,2118,2932,1869,1862,3035,2851,2690,2243,2148,2265,2873,3093,2368,2741,3071,3511,3174,3526,3445,3379,3504,3592,3445,3357,3262,3115,3848,3430,3145,3460,3753,3474,2881,2815,2983,3716,3988,3812,3592,3489,2741,3526,3804,2404,2668,3636,3555,2573,3320,2910,2309,3658,1884,2500,-,-
Canada,41338,43070,45222,47441,44736,44596,45112,46121,43608,44205,42540,44367,45001,45075,46460,45746,43756,45362,48318,47581,48561,48030,46203,48959,46158,48576,49681,50588,51597,47817,46121,44986,48296,45208,46910,44124,43571,49239,47522,47448,46350,45090,46807,46873,46940,50499,57132,57073,53654,52592,45650,50227,48237,49062,50234,52946,51148,53801,51818,50978,53690,51472,50485,49622,52865,48635,47942,51568,52578,53587,55408,52732,52069,52017,52504,53595,50949,50212,55017,51516,52135,56240,55408,52180,56786,57140,53138,57501,55835,53816,55621,53433,54221,57420,55275,52710,53926,56882,58068,59071,54634,51465,52497,57007,55842,59012,61458,61171,53830,50116,52998,59461,58540,59417,55098,52976,51457,54464,57199,54199,53801,54206,49504,50131,53462,51752,51619,52769,55739,52555,55599,54103,50632,53256,53285,49998,51133,53351,55179,57420,57604,56955,56351,56432,52202,56550,55850,56808,58267,58945,59542,57014,58216,61038,61753,63456,60788,61230,59785,61282,58135,60685,66861,64038,62608,63927,68570,65291,67082,65040,66020,64885,61937,62748,63448,64812,63470,67480,68143,66301,66780,67804,67222,63949,63891,66087,65880,62527,61385,60832,63920,67458,65011,63684,63927,57832,64207,63758,61252,67178,64723,64841,64038,62969,56145,55216,56056,56248,56955,53867,55909,57486,58039,55201,56299,55806,62269,60279,62055,66522,64694,62903,62350,60780,61702,59174,61274,60788,62719,60088,60987,59955,60294,60810,61178,60633,61348,62195,61694,61481,56299,58061,55076,55378,55599,55334,55916,57398,55113,57250,59196,60456,54560,55452,56638,56579,55481,53690,54155,56012,53204,57692,59837,59645,61481,59682,58606,63824,59918,56778,54560,54759,55091,55002,55739,57818,56948,55113,54708,56498,55607,53374,57449,58252,58120,57641,57707,55857,57368,58901
Chile,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,3607,3257,3006,3509,3236,3460,3285,3824,3034,3327,2286,2398,1880,2342,2971,3390,3369,3495,2447,3768,4397,4781,4299,3817,3467,3530,3942,3551,3649,3069,3558,3886,3111,3369,3020,3383,3090,3341,3250,3180,2992,3649,3789,2915,4124,3851,4075,4075,3907,4718,4418,3656,3278,2831,4040,3111,3467,3621,3670,3201,3879,2719,3893,2363,2789,3446,3684,3705,3062,2279,3222,3998,3334,2859,3383,2691,2460,2831,3684,3152,2838,3551,2377,2817,3558,2782,3446,3243,3271,3006,4131,3621,3824,4117,3747,3090,3593,3034,3649,2887,3572,3921,3970,2901,3733,3628,3586,4173,3355,4243,3865,3139,3621,3516,4411,4481,3845,4390,4005,3851,3551,3705,3907,3991,2971,2999,4138,3607,3320,3236,3313,3027,3306,3446,3782,3383,2887,3320,3928,3754,3663,3152,3488,2971,3572,2985,3474,3621,3684,3635,3139,3851,3376,3194,3076,3390,3383,2663,3355,3194,2335,3132,2628,3271,2558,3104,3208,3090,3502,3642,4306,4585,4516,4949,3698,3278,2950,2789,2845,2684,3481,2782,3055,2502,2572,2544,2691,2866,2572,2957,3020,3432,3229,2803,1727,2405,2027,2160,2516,2866,2880,2293,2677,2488,2062,2754,2523,1817,2985,2964,2705,2957,2209,2698,2817,2670,2495,3006,2992,2789,2558,3187,3159,2929,3187,2971,2887,2363,3062,2796,3775,3285,3146,2817,2831,4557,3020,3355,3034,3166,3886
China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chinese Taipei,19706,17090,15499,14636,21449,22770,23190,23511,23273,23481,18795,22103,19334,22913,18002,18260,22449,20651,25127,18109,23405,23248,20656,23730,22103,24908,22234,25361,25372,22405,26806,26846,25945,26692,24894,25612,22975,24397,25988,25952,23110,22542,24485,26101,25864,24893,24460,27725,25554,24587,27039,27586,30746,26561,25926,28718,31812,27674,30367,29776,30717,27152,27291,26871,26021,30341,27988,31384,29593,30739,26689,28167,25901,25051,29524,30115,25397,29061,28123,33155,30738,32858,32129,32629,29513,28185,21719,27134,25751,27123,25127,33296,25707,29185,22989,30180,30115,25153,26689,27298,27951,29020,33763,29696,29925,27211,31338,31275,25551,24613,27010,31148,28969,25700,26021,24820,25076,27769,20913,26171,27192,23222,22529,23763,26733,24554,23843,24077,23146,22390,27656,22952,22869,23511,24554,25850,22751,25145,22814,23920,25142,24984,21726,19600,23222,26215,27630,29385,26266,26090,24247,28473,26185,25397,26499,25342,26944,27283,27393,24347,25280,26846,27740,27229,29374,24361,26944,26908,30017,24511,26532,26671,26441,26167,25167,27065,25134,27152,25485,25919,27335,23821,24562,25850,22428,24657,26576,25769,25510,25485,27473,27648,24941,22544,25725,24229,25894,26167,25229,24638,24795,25317,24485,24292,26448,23667,26561,24839,27035,23536,24273,28411,24945,26109,22599,23707,21726,26196,27864,30407,26933,27353,28217,28305,26306,25828,26298,28203,31136,27699,29265,26838,27532,23186,24460,28812,27079,31202,29079,25908,26003,26317,28575,25335,26689,19950,23832,23522,24405,27083,30122,25882,25189,24682,24172,23839,27167,28542,25934,26517,29776,28951,26404,26203,28922,27940,25806,27003,26784,29020,26360,27586,30385,30428,27010,24850,25663,21500,23876,25576,22246,24171,25605,22657,22399,21675,24525,24076,27681,23393
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,2194,2819,2459,2709,2712,2580,2374,2318,2196,2028,1970,2102,1836,1706,1911,1729,1827,1547,1712,1714,1736,2197,1848,1973,1886,1775,1557,1710,1806,1682,1886,2026,2017,1748,1738,1793,1761,1761,2162,1826,1536,1873,1587,901,1763,1802,1565,1705,1802,1941,1853,1869,1756,1991,1832,1711,1973,2174,1796,1765,1323,1323,1638,1388,1313,1461,1104,1186,823,1628,1430,1694,1560,1305,1402,1368,1855,2005,2164,3066,3042,2524,2073,1690,1560,1304,1403,1369,1856,2009,2165,3068,3039,2527,1177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Costa Rica,187,131,236,176,171,261,103,321,276,432,358,126,161,445,230,230,152,165,130,313,170,216,247,110,145,429,394,464,416,407,188,364,397,320,322,108,153,158,157,331,325,319,327,432,446,527,275,471,433,328,463,209,546,136,131,274,439,354,280,352,215,419,403,209,396,92,327,164,476,304,199,82,240,478,154,431,193,517,135,164,309,361,312,265,508,515,514,506,501,416,202,435,453,415,392,429,307,284,282,244,237,192,404,269,194,351,351,355,282,141,513,522,172,103,102,306,544,537,535,533,527,527,526,333,95,77,83,100,98,100,106,97,85,82,78,78,74,68,74,77,81,83,77,77,77,61,61,61,61,61,64,64,64,69,64,64,64,61,61,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Croatia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3583,2715,2314,3279,3041,3375,2240,2730,2270,2233,1765,1743,2611,3190,3776,2752,2737,3983,2322,2863,2173,3472,2211,1558,3457,3516,3724,2997,3212,3501,3613,2737,2003,2277,1736,2211,3360,3420,2515,3338,0,3138,3071,2975,2745,2767,3071,2114,2878,2997,2930,2314,2196,2181,2322,2574,2886,2693,3598,2314,4540,4161,3546,3627,5029,4124,4354,4429,4762,4710,5334,4184,5066,5029,5764,5593,5860,5245,5630,5638,6172,6283,5890,4814,5675,5230,5022,4888,4569,5000,4888,3998,4629,5675,4837,3472,4918,5452,5549,5081,5193,5556,5615,5756,5452,5638,6417,5630,6320,5912,5660,6565,6743,7307,7737,6780,6446,6713,6328,5957,5460,7240,7292,7566,7477,7099,8486,6780,7344,7173,7989,7366,6476,6810,6580,6758,7982,8004,7099,7552,8049,8093,7870,6498,6513,7114,7774,8115,7804,7796,8034,8434,8249,7284,7893,5986,5593,6980,7989,7833,6150,6387,6394,8056,6595,6313,6810,5141,6335,6276,6023,7514,8278,7804,7878,7574,7893,7440,7744,5638,6016,7099,6513,7373,7240,7737,7292,7589,7322,6587,6023,5141,5185,6587,7040,7114,6936,7767,6550,7077,6365,5467,5371,5037,5081,5222,7151,7181,7099,6728,7092,7870,7092,6446,6231,6001,6335,6602,6417,7092,6899,6876,6676,7678,7106,7106,5882,5519,5742,6179,6691,8160,7922,8442,7922,6491,6676,7218,7106,6528,7084,6995,6847,6914,6973,7819,7114,7388,7106,6721,8145,6921,-,-
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
