Country,Jan2002,Feb2002,Mar2002,Apr2002,May2002,Jun2002,Jul2002,Aug2002,Sep2002,Oct2002,Nov2002,Dec2002,Jan2003,Feb2003,Mar2003,Apr2003,May2003,Jun2003,Jul2003,Aug2003,Sep2003,Oct2003,Nov2003,Dec2003,Jan2004,Feb2004,Mar2004,Apr2004,May2004,Jun2004,Jul2004,Aug2004,Sep2004,Oct2004,Nov2004,Dec2004,Jan2005,Feb2005,Mar2005,Apr2005,May2005,Jun2005,Jul2005,Aug2005,Sep2005,Oct2005,Nov2005,Dec2005,Jan2006,Feb2006,Mar2006,Apr2006,May2006,Jun2006,Jul2006,Aug2006,Sep2006,Oct2006,Nov2006,Dec2006,Jan2007,Feb2007,Mar2007,Apr2007,May2007,Jun2007,Jul2007,Aug2007,Sep2007,Oct2007,Nov2007,Dec2007,Jan2008,Feb2008,Mar2008,Apr2008,May2008,Jun2008,Jul2008,Aug2008,Sep2008,Oct2008,Nov2008,Dec2008,Jan2009,Feb2009,Mar2009,Apr2009,May2009,Jun2009,Jul2009,Aug2009,Sep2009,Oct2009,Nov2009,Dec2009,Jan2010,Feb2010,Mar2010,Apr2010,May2010,Jun2010,Jul2010,Aug2010,Sep2010,Oct2010,Nov2010,Dec2010,Jan2011,Feb2011,Mar2011,Apr2011,May2011,Jun2011,Jul2011,Aug2011,Sep2011,Oct2011,Nov2011,Dec2011,Jan2012,Feb2012,Mar2012,Apr2012,May2012,Jun2012,Jul2012,Aug2012,Sep2012,Oct2012,Nov2012,Dec2012,Jan2013,Feb2013,Mar2013,Apr2013,May2013,Jun2013,Jul2013,Aug2013,Sep2013,Oct2013,Nov2013,Dec2013,Jan2014,Feb2014,Mar2014,Apr2014,May2014,Jun2014,Jul2014,Aug2014,Sep2014,Oct2014,Nov2014,Dec2014,Jan2015,Feb2015,Mar2015,Apr2015,May2015,Jun2015,Jul2015,Aug2015,Sep2015,Oct2015,Nov2015,Dec2015,Jan2016,Feb2016,Mar2016,Apr2016,May2016,Jun2016,Jul2016,Aug2016,Sep2016,Oct2016,Nov2016,Dec2016,Jan2017,Feb2017,Mar2017,Apr2017,May2017,Jun2017,Jul2017,Aug2017,Sep2017,Oct2017,Nov2017,Dec2017,Jan2018,Feb2018,Mar2018,Apr2018,May2018,Jun2018,Jul2018,Aug2018,Sep2018,Oct2018,Nov2018,Dec2018,Jan2019,Feb2019,Mar2019,Apr2019,May2019,Jun2019,Jul2019,Aug2019,Sep2019,Oct2019,Nov2019,Dec2019,Jan2020,Feb2020,Mar2020,Apr2020,May2020,Jun2020,Jul2020,Aug2020,Sep2020,Oct2020,Nov2020,Dec2020,Jan2021,Feb2021,Mar2021,Apr2021,May2021,Jun2021,Jul2021,Aug2021,Sep2021,Oct2021,Nov2021,Dec2021,Jan2022,Feb2022,Mar2022,Apr2022,May2022,Jun2022,Jul2022,Aug2022,Sep2022,Oct2022,Nov2022,Dec2022,Jan2023,Feb2023,Mar2023,Apr2023,May2023,Jun2023,Jul2023,Aug2023,Sep2023,Oct2023,Nov2023,Dec2023,Jan2024,Feb2024,Mar2024,Apr2024,May2024,Jun2024,Jul2024,Aug2024,Sep2024,Oct2024,Nov2024,Dec2024,Jan2025,Feb2025,Mar2025,Apr2025,May2025,Jun2025,Jul2025,Aug2025,Sep2025,Oct2025,Nov2025,Dec2025,Jan2026,Feb2026
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belarus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13802,12676,13427,13765,14199,13699,15369,12985,12514,13331,14670,15148,14501,12764,14192,13684,14699,14177,14707,14339,12661,12102,15163,15626,14582,13478,14412,13942,14412,13942,8711,8843,8725,7622,7313,7600,10270,9314,10248,11433,13022,12566,12316,10704,10175,10381,11322,11631,11455,10329,11514,11036,11381,11146,11161,11183,10822,11779,11043,11403,11403,10300,11447,10947,8019,10660,11359,13022,12088,8976,11602,12588,3752,3531,6746,12809,9998,8622,12161,9535,12168,12816,12720,12647,10557,9086,10381,11058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belgium,20172,16745,18749,20592,21196,21189,21366,19722,21410,21366,21609,22383,22361,20570,25294,24748,23083,21712,23333,21491,20209,21815,20717,21793,21837,20975,19449,21270,21690,19678,23414,22331,19427,20968,20010,22523,20533,18852,22110,21815,17887,13472,17209,21425,21771,21491,18838,20172,21786,18034,21255,20127,22604,21587,20216,20489,19258,18735,11468,16988,19700,18771,18086,15389,18012,19390,20371,22442,22493,24151,21911,22309,21800,20452,20533,20688,20747,19648,20135,21764,19788,22257,19928,21535,20076,18757,18978,19619,19987,17961,16612,20511,19494,19943,20164,22132,22420,21078,20400,18469,18845,19715,20319,21447,19700,22176,21469,19936,22073,18219,19671,18410,17850,18897,18816,19958,18801,16619,13870,17644,18712,18513,18469,19634,21793,21262,21240,19354,17415,18823,18934,19884,18963,18263,21366,19479,16251,16258,18823,16693,17651,11541,12890,15396,16332,18381,21631,20813,20253,18381,19987,20901,19840,21461,18624,20636,20636,18838,19066,21609,20319,17776,20754,19707,19110,19354,18020,21248,20828,20791,18624,18270,20408,20621,20378,21115,19604,18197,16126,19951,21321,17386,20503,20312,21395,20982,22250,22479,21948,20769,20408,21690,20614,16693,18182,15632,16148,20960,20710,23650,21439,22368,24299,22648,23120,20629,23127,21366,20680,20732,22176,21653,19788,20371,21108,19464,21425,20437,21727,20503,20592,13833,14696,16162,14666,6744,12875,17953,18963,17548,18941,16332,17858,16914,17216,17467,16811,18197,17828,17349,16907,16465,13870,10458,16280,18595,20245,19199,18720,17769,18012,17585,19317,17364,19951,17504,18174,18432,18779,19346,17776,17902,18160,19641,19951,18241,19361,19015,18462,19464,19155,19663,17762,18838,18580,18698,18985,15226,19597,18904,19965,19125,18469,20105,16840,13929,16089,20083,20091,14777
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bermuda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brazil,9846,11355,10998,13496,15269,7974,11070,8169,12975,12548,12097,13089,9934,10812,9485,12556,6118,9423,8688,10725,13032,14835,12579,6630,13409,8449,13100,16710,18846,15193,15481,13905,11233,13135,10923,13066,12006,13536,9873,6319,14120,6498,8177,13390,7341,9028,10700,12258,6627,9353,13346,10126,11913,9816,8697,10864,8666,11357,14516,5527,14012,9936,10152,11240,12442,10262,12390,10994,13581,17505,9343,11301,7353,10572,11402,10097,15263,15717,13945,13632,7134,10804,7559,12732,9851,11431,9858,9390,12453,11649,11589,8988,11451,11961,10530,12122,7049,10501,9877,10094,9938,10393,13595,6758,9237,6915,10269,8837,5369,11079,10493,13617,11501,8074,6454,8888,9066,12149,11166,7929,9452,5999,8588,12941,9695,14248,11747,4261,8986,3559,13717,10612,4197,14011,9924,9924,15292,10180,4929,8372,16109,7689,14678,16761,12086,8697,7569,8006,12451,7916,24030,9465,8787,7096,10711,5056,4964,4270,3050,12681,6324,19728,3604,11339,9041,4932,2567,9173,13050,5543,4784,7883,6209,5336,299,2454,19,1423,1566,498,2500,6160,1365,3773,5337,5831,6788,4053,3357,5769,5434,4103,5837,5694,6704,2180,4769,5199,3995,9646,4954,10607,2269,6093,5136,3898,7899,3304,6992,7331,9006,3434,5509,2973,6279,7315,3177,5065,4882,5317,1832,10303,4087,2098,1902,2226,4638,3365,1418,4406,4035,7068,8136,5126,9022,3311,4654,3863,4765,4765,6490,5789,8635,5170,6523,8354,6890,7121,10246,11638,10459,12892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309,3038,3403,3315,3227,3258,2491,2485,0,2900,3397,2591,2459,2849,4585,4365,3730,5095,4334,4441,5290,5051,2918,4843,4416,3598,2283,5422,3610,6277,4850,3648,3843,5428,4334,3610,3717,4900,0,2604,2566,5585,2900,4289,3365,4334,4289,4434,3353,4479,4101,4629,5189,3145,3705,3723,4384,4334,4107,3610,3522,3472,4271,4679,5415,5214,3887,3743,4164,2862,4334,7290,3938,1352
Bulgaria,-,-,-,-,-,-,-,-,-,-,-,-,2265,2463,3658,3342,4075,2609,3167,3914,4376,3386,1745,1451,2522,2573,3364,3423,4918,3819,3386,3709,3277,3386,3863,3474,3335,1517,3269,3196,4295,4581,3540,4669,4655,5190,3922,3137,4567,3753,5410,4845,2243,4479,4405,4816,4427,4537,4207,4171,3892,2800,3577,5270,4537,4618,4852,4889,4552,4457,4493,4163,4552,2954,4010,4523,4948,4545,4699,4647,4273,5519,4171,4032,2895,2873,4486,3995,4984,3533,4046,3995,3306,3892,3284,3848,2925,1165,2829,4376,4032,4061,4032,2925,3504,2895,4391,2947,2903,1950,3467,3379,2888,3504,2895,2859,4046,2302,3452,2925,4493,2859,2859,3958,4266,3482,4039,4112,4097,4493,3504,3452,2925,2947,2859,3445,4134,4097,4090,3504,4083,3518,3995,1759,2778,2324,557,2932,4032,3057,3636,3848,3621,3628,2903,4090,2829,3277,2881,3577,4310,3775,4537,3408,4127,3790,4134,3672,4295,3540,1385,4097,4127,3504,4010,4134,4046,4750,3768,3746,4896,3540,3115,4940,4083,4112,4141,4691,4053,4097,4119,4398,4325,2954,0,2287,3504,4090,4625,4721,3474,4794,4024,4097,4581,4691,2338,4002,4743,4449,4259,3841,4896,5344,4149,4119,3702,4097,3247,3672,2302,2170,2991,2873,2690,2346,3181,2287,2280,2917,3496,2302,3518,2961,2375,4552,2492,0,1180,2316,3570,3005,4244,3936,5146,4830,4053,5109,4677,5248,4325,3885,4669,2910,2910,2639,3137,3467,4273,4611,4962,4185,3482,4486,3584,3247,3753,4391,4647,5102,4303,4127,3694,3936,2910,4706,4295,2294,279,1026,3584,3013,4940,3775,3584,5270,513,2873,-,-
Canada,26534,25978,26988,24851,23877,26310,25118,28274,25913,28685,24815,27046,27133,23386,31775,22599,25313,26728,29949,26822,23783,27739,28541,27681,28064,26274,28360,27941,27783,26209,28505,29819,28844,24750,26497,25111,28209,29956,25797,23537,26873,25140,29530,26635,26779,27754,31523,25573,22447,22627,22620,26548,20108,28757,28902,28952,25617,22454,27219,24649,29977,20714,28541,22346,27609,26685,26793,27024,25212,22765,23436,23212,27487,26115,19400,26223,23754,28692,27580,19559,23061,28497,23942,24880,29097,21513,24056,25655,23370,24616,27999,26333,20127,21756,20039,27041,23068,20916,25036,23142,25338,21380,26333,27792,20326,18860,22604,24328,20157,19199,26421,20268,22736,17283,18447,19206,19280,23149,22051,16958,20378,21771,19619,18970,24542,19973,23179,24203,19346,22670,25508,21181,23518,21152,19943,16398,18602,22847,17098,21771,20938,16376,19383,19390,17113,18219,17931,14305,17636,17216,18440,18012,16796,15337,17246,17283,19000,15683,18602,19825,19221,19413,19221,16833,16288,14408,14747,13089,26377,22545,28883,29863,33909,30659,32354,29156,24903,17518,26370,22714,24439,23186,27475,25087,27475,31079,25043,21823,21513,21307,22744,23252,24756,22729,20968,23717,21911,21461,23348,26119,20437,21108,23319,21218,24704,23238,25707,25906,31942,19295,28293,28655,24505,27033,27085,24572,36283,30173,24432,20319,18742,17931,20614,18418,24277,22884,23569,22353,19973,19361,20636,21447,21882,19044,21086,21624,18454,15499,19007,22147,17865,17246,20400,18300,19376,21152,21963,20562,17548,17179,20732,18233,19531,18698,21248,15698,23997,20658,21402,23297,18197,16863,18005,18816,19560,19007,21646,19309,18779,22663,23717,23112,20511,19715,23798,21218,20850,24056,17931,17371,18182,22803,26886,20319,19110,20393,16818,20275,16730,17275
Chile,6018,5445,5914,5396,5501,5410,5893,5662,5291,5452,5424,5515,6431,5816,6312,5767,5879,5781,6298,6046,5648,5823,5795,5893,6550,5921,6431,5872,5983,5886,6410,6158,5753,5928,5893,5997,6431,5816,6312,5760,5879,5774,6291,6046,5648,5816,5788,5886,8416,5851,6123,5166,7801,5816,6242,5669,7249,5830,7032,5641,6745,6340,6745,6403,6997,4872,5459,3879,5704,6214,4767,6431,5417,7284,5795,5781,6214,5326,5075,5725,6592,7367,5900,6536,6242,4537,6487,7249,3907,5865,8514,6067,3166,5823,6592,4229,4627,6284,1503,1454,4711,4516,3733,5256,4998,6689,5333,6046,5054,5844,4550,6641,4460,5438,6081,6270,5138,3537,4068,6123,5403,3698,4781,4886,4613,4669,5948,4509,5361,4509,5683,4620,6200,6361,4509,5571,4984,5194,5578,7018,4760,5187,4418,5312,5396,5243,4956,6452,5417,5669,5424,5501,4334,5620,4278,4886,4802,4222,5872,4495,4550,6221,4662,4488,5145,3803,5718,5180,6053,4711,4711,4823,5515,4110,4082,6599,3586,4851,3733,6158,5312,4956,4739,4704,4998,5676,5256,5187,5159,4718,4977,5592,5256,4732,5284,5277,4397,4851,4026,5396,5012,5215,4956,5375,5781,4851,4271,5173,5774,5410,5208,5872,5208,5424,5368,5627,5823,5375,5326,5732,657,2565,2957,2747,5459,5047,3998,5431,4236,4907,5662,4467,4865,5131,4418,5662,5187,4571,3118,4606,5110,5026,5459,4746,3097,2314,3698,3104,6200,3034,5012,3705,6249,3327,8045,3817,5417,4613,5634,5480,3446,6165,6088,3698,5900,4746,4767,3034,6682,4495,6032,6508,3942,6144,4886,5452,4194,5886,3516,4893,3998,6850,7081,3425,5417,5459,6661,5319,5201,6571
China,34472,33013,39314,47507,40626,46628,43993,48019,45530,37405,53656,37991,61195,48166,53290,57755,44213,56071,49996,49703,71663,50728,55925,68369,75396,77080,68222,73200,70418,82496,70345,68296,75762,67930,81398,88572,57242,75762,83960,89670,76201,82350,81032,64123,79422,82350,75616,82496,96844,81764,93184,88060,90695,86303,77885,86522,98527,79202,99113,84619,100211,88572,101455,108482,94940,103358,108556,102773,99991,92305,99625,94282,102041,104603,126636,104237,118584,106652,100943,114558,110020,118291,97795,105188,93842,85864,119609,118364,118364,121658,143692,135200,125904,141569,125318,155623,125172,135493,154159,154964,130589,163016,139080,152988,170483,119975,153061,152695,159576,146034,158624,157673,157746,144204,142228,154013,149694,152256,166091,160454,171361,173045,172386,162943,186514,158990,159796,134688,146986,173338,171068,173264,184098,152110,168726,168946,175314,162284,191125,156868,187978,149401,172459,196030,206058,168726,172166,204082,190906,170410,173923,184391,201886,176339,186001,222308,205882,185957,196249,221723,170117,215867,224797,194639,204594,192882,200129,242951,221210,206936,238705,238486,235997,224138,227432,240462,241999,210743,236802,266302,252994,228516,285114,251735,272304,264325,254297,248734,270913,227140,271133,246684,280378,253250,286724,288847,285846,251442,263666,280942,272377,284602,313808,320470,317073,281849,287969,320104,294484,289726,300413,308684,301877,333133,334817,332914,323032,307147,300852,295948,351140,389278,375443,347554,354888,311539,332035,281600,332687,322966,363504,295435,299886,293788,301877,325960,300486,276696,305903,337745,310470,312754,312637,314980,335402,262195,273241,295391,294571,315785,342137,351836,307769,307579,382895,310419,376570,381094,319782,386525,334817,358453,310697,354003,343967,302448,359061,327343,343798,340036,309914,359434,332972,327175,355174,350196,321809,292009,374294,351733,341112,365144,345511,362281,343410,353973,372522,-,-,-
Chinese Taipei,20468,17994,21770,21348,31608,23996,24707,27601,24839,25631,20493,26744,24795,27455,19033,24638,32416,24003,31265,22587,28604,28864,27298,34461,28316,33958,28776,29721,33904,24934,32939,32111,29764,33085,27871,32243,26795,32909,32659,33260,31859,27349,29652,30360,32224,34712,32381,37258,27079,25481,33469,31608,39229,28878,29316,31360,30589,25620,34821,27360,31897,26784,26397,28604,31542,35493,28801,34216,24846,32870,28097,31954,27762,27262,31487,25448,25744,31443,28247,34500,20474,29992,25233,25415,27663,26795,22656,34423,31462,29863,29378,37718,21738,28655,20706,34118,26806,21745,25587,28079,31366,32659,33661,20271,22373,22821,28761,25707,21755,24598,28123,26258,24664,24109,27254,13881,25441,28586,18434,27028,22800,22047,28801,29035,28203,22322,26189,28907,27462,28757,33007,25507,28531,28933,27776,26404,22606,26054,25273,25857,23059,23467,22084,25536,30265,29966,30272,24919,20505,22441,24255,33362,25802,26123,24813,22297,26291,23197,23562,21663,30410,31425,26240,24361,27353,21707,25247,25623,30173,21443,26090,23894,27959,27732,27116,29323,24072,25328,22592,27681,28447,20731,25915,23285,24109,28645,28290,29852,27134,21453,26247,27057,26273,24492,26058,22701,31027,28469,27185,27984,28177,26291,25944,26656,29079,24178,27419,24959,33511,26623,30636,32454,22128,23405,23204,26769,26474,28593,25996,23744,20833,23007,21215,19052,20850,18014,21322,20833,22850,15468,24657,20996,26171,20442,26623,31027,22467,25718,19712,22241,25821,22844,23371,20763,29973,21663,30450,28557,26725,26831,21876,18089,24416,25091,23158,23329,31319,25882,22555,26619,29122,23850,17537,21764,26532,24448,22580,23241,26003,27612,23336,25160,23486,20310,19177,21481,27488,19675,26605,24342,19997,26273,27039,23894,21405,17656,24846,22562,26692,19473
Colombia,0,0,434,482,0,0,39,0,0,361,0,0,0,0,793,0,0,0,0,0,0,0,373,0,375,0,0,445,0,456,0,0,0,0,0,0,0,0,519,400,0,0,0,0,489,0,516,368,0,497,0,370,522,0,0,473,501,0,0,522,0,450,500,476,0,0,0,0,250,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,464,924,1563,1120,918,1087,1357,1010,1482,1162,1312,1433,1653,2134,2509,2387,2277,1943,2225,1725,1403,1856,2065,2418,2758,2378,1784,2715,1957,2923,2699,3117,2375,3000,4110,3141,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883,934,509,826,2978,1895,2341,1891,1944,1968,2885,1946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Costa Rica,301,298,311,246,0,277,273,577,310,599,303,0,33,312,301,301,295,0,262,295,286,575,547,0,40,503,485,486,225,0,289,511,224,264,529,259,249,0,0,297,512,492,220,560,287,574,200,522,259,279,577,269,869,869,0,524,792,383,566,332,267,610,535,530,504,257,841,0,643,347,334,342,492,618,84,666,307,598,0,0,555,543,257,252,242,0,0,0,0,221,191,387,415,411,364,474,131,381,429,430,406,252,318,285,196,536,0,0,278,64,368,5,0,17,0,327,237,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Croatia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3108,1476,2426,2975,1877,2819,1335,3101,2173,2574,2225,2641,4161,2136,2952,749,1076,2752,1179,3360,2181,3064,1743,2300,4562,2403,2767,1699,2374,2225,3071,1884,2233,3249,2092,3116,3835,2989,883,2337,2752,2025,2700,2359,1758,1840,1536,1573,3494,2107,2381,2084,2374,2262,2871,2811,2849,2292,2619,1239,3843,1669,927,1172,3004,1862,3034,3160,3012,2329,2403,742,2730,1543,3064,1803,2159,1179,1676,1550,1521,1803,586,148,2248,0,1113,1187,1217,1944,2492,1402,1691,2248,816,601,2693,2040,1625,927,1773,1817,1714,2337,1239,616,1231,1001,1758,586,82,2314,1803,1921,2463,504,616,1736,0,0,0,1765,1068,1973,1765,1306,2915,556,2774,1298,1840,0,0,0,957,2136,2604,1343,1573,2544,2047,1587,2159,1669,616,645,2396,1795,2322,1988,2240,2188,1498,1706,2908,608,1276,1350,1150,2144,920,2381,1944,3620,1202,2396,2752,467,0,0,0,1209,1484,1217,2530,2196,1929,1602,2893,0,631,994,1239,2567,1647,2003,1387,2047,1246,668,0,0,0,1350,1728,1447,1662,2448,631,2292,831,720,0,0,0,0,1669,668,1380,1306,1966,2515,668,720,0,0,0,0,0,786,1335,1335,1387,2797,764,1550,0,0,0,252,660,1328,660,1743,1283,616,1773,1944,1706,1187,2262,1365,1328,1632,1587,2233,823,1803,1194,1306,3093,593,-,-
